GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Ambient air temp(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Average trip speed(whilst stopped or moving)(km/h),Average trip speed(whilst moving only)(km/h)
Thu Oct 10 12:07:32 GMT+02:00 2019,10-ott-2019 12:07:30.983,13.36707219,42.34976078,13.44,4.288,681.2391357421875,114.9,2.21591187,7.95896912,4.77807617,-0.03127456,2.22822809,0.78431374,-,181.2480011,14.38173199,0,6.95312119,16.74139214,5.97309446,-,-,-,0,50.58185577,1.18399811,0.2329907,581.26159668,1362.5,4.28800011,681.23913574,42.34976196,13.36707211,114.90000153,16,0.0,0.0,100.0,-,-,15.68627453,15.68627453,-,-,5.09803915,23,0.0,43,157,43.9070015,48.38399887,49,56.66666794,56.66666794
Thu Oct 10 12:07:33 GMT+02:00 2019,10-ott-2019 12:07:32.342,13.36720118,42.34972344,13.12,3.216,682.1693115234375,114.3,0.93261719,8.17204285,4.83314514,-0.0085243,2.22822809,99.60784149,-,181.2480011,14.3821125,0,6.95293665,16.67050934,5.99849224,-,-,-,0,46.69094086,0.38399887,0.25129944,581.27990723,1309.5,3.21600008,682.16931152,42.34972382,13.36720085,114.30000305,16,0.0,0.0,100.0,-,-,20.3921566,21.96078491,-,-,9.01960754,23,0.0,45,158,45.26599884,47.23199844,48,56.125,56.125
Thu Oct 10 12:07:34 GMT+02:00 2019,10-ott-2019 12:07:33.546,13.36735335,42.34965853,13.5,9.648000999999999,682.3123779296875,113.9,1.27738953,8.31809998,4.10292053,-0.03185868,2.22202802,99.60784149,-,11.77576637,14.38142204,8.49183941,6.95327091,16.3208847,6.12699127,-,-,-,224.60900879,59.39937592,2.76800156,0.26997387,581.29858398,1373.5,9.64800072,682.31237793,42.34965897,13.36735344,113.90000153,16,0.0,0.0,100.0,-,-,21.17647171,19.6078434,-,-,12.15686321,23,0.0,46,159,46.47000122,48.59999847,50,55.76470566,55.76470566
Thu Oct 10 12:07:36 GMT+02:00 2019,10-ott-2019 12:07:34.912,13.36766605,42.34955604,14.57,9.648000999999999,681.782470703125,114.3,1.6628418000000003,8.08586121,4.37345886,-0.02870446,2.216398,74.11764526,-,11.99732399,14.38078976,8.33501911,6.95357609,16.03264809,6.23714352,-,-,-,220.46109009,70.13682556,1.74399948,0.28684637,581.31542969,1423.5,9.64800072,681.7824707000001,42.34955597,13.36766624,114.30000305,16,0.0,0.0,100.0,-,-,18.8235302,18.4313736,-,-,9.01960754,23,0.0,47,160,47.83900070000001,52.45199585,52,55.55555725,55.55555725
Thu Oct 10 12:07:37 GMT+02:00 2019,10-ott-2019 12:07:36.274,13.36782445,42.34950715,14.66,9.648000999999999,681.4736328125,115.3,1.69876099,8.22950745,5.05342102,-0.0353246,2.21263123,75.6862793,-,21.06711006,14.38256168,4.74663687,6.95271969,16.34730148,6.11709023,-,-,-,125.54846191,73.60005188,1.54800415,0.30711886,581.33575439,1481,9.64800072,681.47363281,42.34950638,13.36782455,115.30000305,16,0.0,0.0,100.0,-,-,18.8235302,17.64705849,-,-,8.62745094,24,0.0,49,162,49.19800186,52.77599716,54,55.4736824,55.4736824
Thu Oct 10 12:07:38 GMT+02:00 2019,10-ott-2019 12:07:37.650,13.3679845,42.34945065,14.75,9.648000999999999,681.06396484375,116.3,1.777771,7.92304993,5.00074768,-0.03853659,2.20911312,81.96078491,-,23.2399044,14.38490772,4.30285406,6.95158577,16.75274849,5.96904564,-,-,-,113.81040955,75.96536255,2.22400284,0.32754123,581.35614014,1498.5,9.64800072,681.06396484,42.34944916,13.36798477,116.30000305,17,0.0,0.0,100.0,-,-,21.17647171,20.3921566,-,-,10.98039246,24,0.0,50,163,50.57400131,53.09999847,55,55.45000076,55.45000076
Thu Oct 10 12:07:40 GMT+02:00 2019,10-ott-2019 12:07:38.996,13.36832165,42.34932418,15.43,9.648000999999999,681.22119140625,115.7,1.09542847,7.70996094,3.65040588,-0.01765701,2.20442104,99.60784149,-,18.34163666,14.38595581,5.45196247,6.95107937,16.84102058,5.93775892,-,-,-,144.20431519,79.75641632,2.36000443,0.34850791,581.37713623,1543,9.64800072,681.22119141,42.34932327,13.36832142,115.69999695,17,0.0,0.0,100.0,-,-,21.96078491,21.96078491,-,-,11.76470566,24,0.0,51,165,51.91999817,55.54800034,56,55.47618866,55.47618866
Thu Oct 10 12:07:41 GMT+02:00 2019,10-ott-2019 12:07:40.198,13.36850502,42.34925724,15.97,9.648000999999999,681.373291015625,116.0,1.17921448,7.66926575,4.64639282,-0.02357578,2.19798088,84.31372833,-,13.3233366,14.38567448,7.50547123,6.95121527,16.65587807,6.00376129,-,-,-,198.51957703,86.0071106,2.45199966,0.36989874,581.39849854,1585.5,9.64800072,681.37329102,42.34925842,13.36850548,116.0,17,0.0,0.0,100.0,-,-,19.6078434,18.8235302,-,-,10.1960783,24,0.0,53,166,53.12400055,57.49200058,58,55.59090805,55.59090805
Thu Oct 10 12:07:42 GMT+02:00 2019,10-ott-2019 12:07:41.563,13.36869129,42.3491936,16.25,9.648000999999999,681.009765625,115.9,1.50244141,8.61737061,4.93849182,0.03189549,2.19372749,43.13725662,-,19.02467728,14.38690281,5.25622129,6.95062208,16.7743187,5.96136999,-,-,-,139.02696228,88.65810394,1.50799942,0.38960999,581.41821289,1621,9.64800072,681.00976562,42.34919357,13.36869144,115.90000153,17,0.0,0.0,100.0,-,-,20.7843132,20.7843132,-,-,8.62745094,24,0.0,54,167,54.48699951,58.5,59,55.73913193,55.73913193
Thu Oct 10 12:07:44 GMT+02:00 2019,10-ott-2019 12:07:42.920,13.36904999,42.34905616,17.29,9.648000999999999,679.40380859375,114.4,1.44737244,8.16247559,5.43649292,-0.00452726,2.19125104,98.4313736,-,41.02890778,14.38728333,2.43725514,6.95043802,16.72914124,5.97746897,-,-,-,64.46535492,87.50606537,2.04000092,0.41210431,581.44073486,1643.5,9.64800072,679.40380859,42.34905624,13.36905003,114.40000153,17,0.0,0.0,100.0,-,-,21.56862831,19.2156868,-,-,13.33333397,24,0.0,55,168,55.84600067,62.2440033,60,55.91666794,55.91666794
Thu Oct 10 12:07:45 GMT+02:00 2019,10-ott-2019 12:07:44.281,13.36924361,42.34899327,17.51,9.648000999999999,679.325439453125,114.0,1.29893494,7.14732361,4.58415222,-0.01970482,2.18425798,40.7843132,-,13.25968647,14.38698483,7.54149961,6.95058203,16.57143974,6.03435326,-,-,-,199.47253418,92.59545135,0.2440033,0.43523347,581.46386719,1687.5,9.64800072,679.32543945,42.34899139,13.36924362,114.0,17,0.0,0.0,100.0,-,-,18.03921509,17.64705849,-,-,7.84313726,24,0.0,57,170,57.20500183,63.0359993,62,56.15999985,56.15999985
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:45.486,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,0.35562134,7.59025574,5.2210083,-0.04573806,2.1822319,85.88235474,-,54.50587463,14.38736534,1.83462644,6.95039845,16.53901482,6.04618359,-,-,-,48.52583694,90.67938232,2.0359993,0.45819348,581.48681641,1690,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,18,0.0,0.0,100.0,-,-,20.7843132,20.3921566,-,-,10.58823586,24,0.0,58,171,58.41400146,63,61,56.34615326,56.34615326
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:46.854,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.01641846,8.66285706,5.00552368,-0.00789258,2.17798281,87.45098114,-,20.39620781,14.38895416,4.90277052,6.94963074,16.69973183,5.98799562,-,-,-,129.67819214,92.30433655,1,0.47894973,581.50756836,1701.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,17,0.0,0.0,100.0,-,-,21.96078491,23.52941132,-,-,10.58823586,24,0.0,59,172,59.77600098,63,62,56.55555725,56.55555725
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:48.210,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.27738953,8.06192017,4.50035095,-0.03236783,2.17105865,92.94117737,-,14.46342564,14.38897419,6.91384745,6.9496212,16.61027908,6.02024317,-,-,-,182.87113953,95.92700195,1,0.50283724,581.53143311,1747,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.35294151,21.56862831,-,-,12.94117641,23,0.0,61,174,61.13499832,63,64,56.82143021,56.82143021
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:49.738,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.16352081,78.8235321,-,13.95710945,14.38885975,7.16465855,6.94967651,16.50823402,6.05745697,-,-,-,189.50508118,99.52616119,3,0.52724832,581.55584717,1794.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,24.31372643,23.92156982,-,-,14.50980377,23,0.0,62,175,62.66199875,63,66,57.13793182,57.13793182
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:51.962,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.15611815,92.15686798,-,16.84691811,14.3895092,5.93567991,6.94936275,16.52077866,6.05285788,-,-,-,156.99862671,101.6547699,5,0.55780774,581.58642578,1871.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,26.27450943,21.96078491,-,-,18.03921509,23,0.0,64,177,64.88600159,63,68,57.5,57.5
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:54.407,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.1435883,78.03921509,-,15.75956154,14.38987064,6.34522247,6.94918823,16.49359131,6.06283474,-,-,-,167.83100891,104.01821136,9,0.61213553,581.64074707,1976,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.35294151,21.56862831,-,-,12.54901981,23,0.0,67,180,67.33100128,63,72,57.96774292,57.96774292
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:55.746,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.13499427,43.13725662,-,20.34807777,14.39144421,4.91436672,6.94842815,16.6265049,6.01436806,-,-,-,129.98490906,104.91361237,11,0.64747971,581.67608643,2016,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,19.2156868,18.4313736,-,-,9.01960754,23,0.0,68,181,68.66899872,63,74,58.46875,58.46875
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:57.092,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.13231778,61.96078491,-,46.46023941,14.39182472,2.15233326,6.94824505,16.59997368,6.02398062,-,-,-,56.92918015,103.31413269,10,0.67483807,581.70343018,2008.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,21.17647171,20.3921566,-,-,10.98039246,23,0.0,70,183,70.01599884,63,73,58.90909195,58.90909195
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:58.285,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.12884235,85.88235474,-,31.47667122,14.39633369,3.1768899,6.94606876,17.07986832,5.85472441,-,-,-,84.02867889,102.6920166,10,0.70201027,581.73059082,2008,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.74509811,22.35294151,-,-,12.54901981,23,0.0,71,184,71.21299744,63,73,59.32352829,59.32352829
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:07:59.653,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.12382364,98.03921509,-,20.32333374,14.39789677,4.92035007,6.94531441,17.18122673,5.82018518,-,-,-,130.14317322,103.54986572,11,0.727184,581.75579834,2023,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.35294151,21.56862831,-,-,12.54901981,23,0.0,72,185,72.57700348,63,74,59.74285889,59.74285889
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:01.033,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.11711121,98.8235321,-,17.13708305,14.39861965,5.83517742,6.94496584,17.17988777,5.82063866,-,-,-,154.34034729,105.088974,12,0.75485247,581.78344727,2038,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,25.09803963,24.31372643,-,-,15.29411793,23,0.0,73,187,73.95800018,63,75,60.16666794,60.16666794
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:02.518,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.10749006,61.56863022,-,13.22716331,14.39831066,7.56004286,6.94511461,17.06363106,5.8602953,-,-,-,199.96299744,107.8793869,13,0.78666735,581.81524658,2071,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,23.52941132,22.74509811,-,-,13.33333397,23,0.0,75,188,75.44200134,63,76,60.59459305,60.59459305
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:03.874,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.10325575,78.03921509,-,26.95986557,14.40162277,3.70914006,6.94351768,17.34638214,5.76477146,-,-,-,98.10668945,107.60016632,14,0.81539732,581.84399414,2099,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,23.13725471,22.35294151,-,-,13.33333397,23,0.0,76,189,76.80200195,63,77,61.0263176,61.0263176
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:05.249,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.09726572,89.80392456,-,19.73633957,14.40302849,5.06668997,6.94283962,17.41276932,5.74279261,-,-,-,134.01387024,108.33387756,15,0.84469664,581.87329102,2124.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,23.52941132,22.74509811,-,-,14.11764717,23,0.0,78,191,78.17299652,63,78,61.46154022,61.46154022
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:06.619,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.08930683,98.8235321,-,16.24457359,14.40351391,6.15577412,6.94260597,17.38119698,5.75322437,-,-,-,162.82011414,109.80648041,16,0.87454844,581.90313721,2149,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,25.09803963,24.31372643,-,-,15.68627453,23,0.0,79,192,79.54299927,63,79,61.90000153,61.90000153
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:07.985,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.079777,51.76470566,-,12.81185913,14.40309429,7.80510616,6.94280815,17.26095009,5.79330301,-,-,-,206.44491577,112.34960175,17,0.90478051,581.93341064,2183.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.74509811,21.96078491,-,-,12.94117641,23,0.0,80,194,80.91200256,63,80,62.341465,62.341465
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:09.352,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.07623768,72.15686035,-,35.85473633,14.40347385,2.78897357,6.94262505,17.22460365,5.80552816,-,-,-,73.76830292,111.3603363,17,0.93520272,581.96380615,2197.5,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,23.13725471,22.35294151,-,-,12.94117641,23,0.0,82,195,82.27899933,63,80,62.76190567,62.76190567
Thu Oct 10 12:07:46 GMT+02:00 2019,10-ott-2019 12:08:10.727,13.36943842,42.34893047,17.5,10.72,679.31396484375,113.7,1.82325745,8.20556641,4.2776947,-0.01218805,2.07144618,74.50980377,-,25.26908493,14.40633488,3.9573226,6.94124651,17.42571449,5.73852587,-,-,-,104.67111206,111.19309998,17,0.96555829,581.99414062,2198,10.72000027,679.31396484,42.34893036,13.36943817,113.69999695,0,0.0,0.0,100.0,-,-,22.35294151,21.56862831,-,-,12.54901981,23,0.0,83,196,83.65100098,63,80,63.16279221,63.16279221
