GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge,Driver
Wed Oct 09 10:41:09 GMT+02:00 2019,09-ott-2019 10:41:08.012,13.92913875,42.05006715,8.69,9.648000999999999,459.859375,315.2,1.61256409,7.55912781,5.47479248,-0.00340243,99.95744324,1.56862748,-,10.11264992,6.51473522,9.88840008,15.34949875,6.51473522,15.34949875,-,-,-,261.54800415,388.89471436,0.99599838,0.20875388,0.20875388,1270.5,9.64800072,459.859375,42.0500679,13.92913914,315.20001221,13,12.3927269,0,87.60726929,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,41,83,36.27199936,31.28399849,33,25.94444466,27.47058868,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:10 GMT+02:00 2019,09-ott-2019 10:41:09.477,13.92909685,42.05010903,7.93,10.72,460.3511962890625,315.0,0.6907959,7.32211304,5.74055481,-0.039586300000000005,99.95533752,2.35294127,-,10.33116817,6.73923111,9.67924595,14.83817959,6.73923111,14.83817959,-,-,-,256.01589966,379.40338135,1.28399849,0.22195764,0.22195764,1174,10.72000027,460.35119629,42.05010986,13.92909718,315.0,13,11.96545219,0,88.0345459,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,42,84,37.74499893,28.54799843,30,26.15789413,27.61111069,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:12 GMT+02:00 2019,09-ott-2019 10:41:11.499,13.92903687,42.05016186,5.39,10.72,459.340576171875,316.0,2.9485321,6.91748047,6.8394928,0.031165300000000003,99.95285797,8.23529434,-,10.23513985,6.93344831,9.77005959,14.4225378,6.93344831,14.4225378,-,-,-,258.41790771,371.337677,1.50399971,0.2388432,0.23884319,1038,10.72000027,459.34057617,42.05016327,13.92903709,316.0,12,11.42473984,0,88.57525635,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,44,86,39.76699829,19.40399933,26,26.14999962,27.52631569,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:13 GMT+02:00 2019,09-ott-2019 10:41:12.797,13.92897059,42.05022611,5.47,9.648000999999999,458.01849365234375,316.6,2.50082397,6.915100099999999,6.79161072,0.01435089,99.95103455,21.96078491,-,9.5235672,7.06977034,10.50004864,14.14443684,7.06977034,14.14443684,-,-,-,277.72610474,365.48696899,3.69199944,0.24651404,0.24651402,888,9.64800072,458.01849365,42.050224299999996,13.92897034,316.60000610000003,12,11.10266495,0,88.89733887,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,46,88,41.06499863,19.69199944,16,25.66666603,26.95000076,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:15 GMT+02:00 2019,09-ott-2019 10:41:14.256,13.92893025,42.05026232,1.8,8.576,459.63946533203125,316.7,1.85198975,7.63574219,5.12284851,-0.01245545,99.94947815,24.31372643,-,6.23634005,7.02809858,16.03471375,14.22830296,7.02809858,14.22830296,-,-,-,424.11785889,368.93582153,8.47199917,0.25076127,0.25076124,855.5,8.57600021,459.63946533,42.05026245,13.92893028,316.70001221,12,10.76165199,0,89.23834991,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,47,89,42.52399826,6.47999954,6,24.77272797,25.95238113,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:17 GMT+02:00 2019,09-ott-2019 10:41:15.982,13.92894079,42.05030847,0.87,7.504,456.4188232421875,319.0,0.96374512,8.84002686,3.27212524,-0.017088,99.94802856,26.27450943,-,2.45398569,6.81028414,40.74918747,14.68337059,6.81028414,14.68337059,-,-,-,-,368.93582153,5.47999954,0.25209224,0.25209221,818.5,7.50400019,456.41882324,42.05030823,13.92894077,319.0,13,13.26385498,0,86.73614502,-,-,14.11764717,13.72549057,-,-,2.74509811,15,4.97800016,49,91,44.24599838,3.13199997,1,23.73913002,24.81818199,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:18 GMT+02:00 2019,09-ott-2019 10:41:17.253,13.92890367,42.05033155,2.23,6.432,457.63189697265625,318.4,1.00683594,8.56469727,3.94250488,-0.01195654,99.94450378,87.45098114,-,0.21145241,6.51033688,472.90982056,15.35986805,6.51033688,15.35986805,-,-,-,-,368.93582153,5.86800003,0.25444779,0.25444779,1108.5,6.43200016,457.63189697,42.05033112,13.92890358,318.39999389999997,13,13.54022217,0,86.45977783,-,-,22.74509811,23.52941132,-,-,12.15686321,15,4.97800016,50,92,45.51599884,8.02799988,9,23.125,24.13043404,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:19 GMT+02:00 2019,09-ott-2019 10:41:18.663,13.92888131,42.05036803,3.75,6.432,455.22021484375,322.2,1.78495789,8.01641846,5.53944397,-0.04232754,99.94126129,76.07843018,-,1.54007173,6.29423857,64.93068695,15.88721466,6.29423857,15.88721466,-,-,-,-,368.93582153,7.97200012,0.25906238,0.25906235,1705.5,6.43200016,455.22021484,42.05036926,13.92888165,322.20001221,14,13.17138004,0,86.82862091,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,51,94,46.93000031,13.5,16,22.84000015,23.79166603,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:19 GMT+02:00 2019,09-ott-2019 10:41:20.033,13.92888131,42.05036803,3.75,6.432,455.22021484375,322.2,0.92782593,8.56230164,4.17713928,-0.01823078,99.93946838,87.84313965,-,5.45874119,6.25942612,18.31886101,15.97557354,6.25942612,15.97557354,-,-,-,484.53353882,375.35794067,4.5,0.26556015,0.26556015,1111,6.43200016,455.22021484,42.05036926,13.92888165,322.20001221,14,12.83292961,0,87.16706848,-,-,22.35294151,21.56862831,-,-,12.54901981,15,4.97800016,53,95,48.29899979,13.5,18,22.65384674,23.55999947,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:19 GMT+02:00 2019,09-ott-2019 10:41:21.400,13.92888131,42.05036803,3.75,6.432,455.22021484375,322.2,1.33004761,8.50723267,3.85153198,-0.01211465,99.9356308,85.49019623,-,2.78887296,6.12060404,35.85603333,16.33791733,6.12060404,16.33791733,-,-,-,948.39147949,405.51757812,11.5,0.27368835,0.27368835,1451,6.43200016,455.22021484,42.05036926,13.92888165,322.20001221,14,12.51143742,0,87.48856354,-,-,22.35294151,21.56862831,-,-,12.54901981,15,4.97800016,54,96,49.66799927,13.5,25,22.74073982,23.61538506,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:24 GMT+02:00 2019,09-ott-2019 10:41:23.528,13.92862461,42.05059216,7.85,5.36,457.0150146484375,318.3,1.33004761,8.50723267,3.85153198,-0.01211465,99.93169403,66.66666412,-,3.77302027,6.03031254,26.50341415,16.58254433,6.03031254,16.58254433,-,-,-,701.01483154,420.29244995,6.55600166,0.28432834,0.28432834,1808.5,5.36000013,457.01501465,42.05059052,13.92862415,318.29998779,18,12.04248428,0,87.95751953,-,-,16.07843208,13.72549057,-,-,7.45098066,15,4.97800016,56,98,51.79600143,28.25999832,31,23.0357151,23.88888931,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:26 GMT+02:00 2019,09-ott-2019 10:41:24.921,13.92850006,42.05067351,7.62,6.432,455.4730224609375,316.8,1.33004761,8.50723267,3.85153198,-0.01211465,99.92701721,0,-,6.11991501,6.03363085,16.33975601,16.57342339,6.03363085,16.57342339,-,-,-,432.1862793,420.85882568,2.14400101,0.30204502,0.30204499,1805,6.43200016,455.47302246,42.05067444,13.92850018,316.79998779,17,11.75671482,0,88.24328613,-,-,7.84313726,7.84313726,-,-,0,15,4.97800016,58,100,53.17599869,27.43199921,29,23.24137878,24.0714283,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:27 GMT+02:00 2019,09-ott-2019 10:41:26.428,13.928447400000001,42.05070697,7.19,6.432,454.43060302734375,316.2,1.97409058,8.0690918,5.43170166,0.03074855,99.92453766,21.96078491,-,6.97272635,6.06717014,14.34129333,16.4818058,6.06717014,16.4818058,-,-,-,379.32696533,418.9710083,1.43199921,0.3125332,0.3125332,1609.5,6.43200016,454.43060303,42.05070877,13.92844772,316.20001221,17,11.45936298,0,88.54063416,-,-,14.90196133,14.11764717,-,-,3.92156863,15,4.97800016,59,101,54.68500137,25.88399887,26,23.33333397,24.13793182,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:29 GMT+02:00 2019,09-ott-2019 10:41:28.142,13.92833133,42.05080165,7.23,6.432,453.8421630859375,316.3,1.96929932,7.69081116,5.1348114,-0.00818539,99.92162323,36.86274719,-,5.86488438,6.06019449,17.05027962,16.50077629,6.06019449,16.50077629,-,-,-,450.97961426,420.36270142,0.11600113,0.32334486,0.32334486,1582,6.43200016,453.84216309,42.05080032,13.92833138,316.29998779,17,11.14952469,0,88.85047913,-,-,14.90196133,14.50980377,-,-,4.31372547,15,4.97800016,61,103,56.3429985,26.02799988,26,23.41935539,24.20000076,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:31 GMT+02:00 2019,09-ott-2019 10:41:31.519,13.92820334,42.05092466,7.03,6.432,453.7503662109375,317.4,1.23907471,7.81770325,5.3694458,-0.02235928,99.91703796,23.52941132,-,5.57095098,6.04388666,17.94988251,16.54530144,6.04388666,16.54530144,-,-,-,474.77407837,422.62982178,0.69199944,0.34548819,0.34548819,1588.5,6.43200016,453.75036621,42.05092621,13.92820358,317.39999389999997,17,10.55776882,0,89.44223022,-,-,13.72549057,14.90196133,-,-,2.74509811,15,4.97800016,64,106,59.77999878,25.30800056,26,23.5,24.25806427,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:31 GMT+02:00 2019,09-ott-2019 10:41:33.600,13.92820334,42.05092466,7.03,6.432,453.7503662109375,317.4,1.1026001,7.96614075,5.278472900000001,-0.02310499,99.90943146,71.37255096,-,5.52337313,6.02709579,18.10450172,16.59139442,6.02709579,16.59139442,-,-,-,478.86373901,424.87918091,1.69199944,0.36685014,0.36685014,1603.5,6.43200016,453.75036621,42.05092621,13.92820358,317.39999389999997,17,10.22875214,0,89.77124786,-,-,17.25490189,15.68627453,-,-,7.84313726,15,4.97800016,66,109,61.86299896,25.30800056,27,23.60606003,24.34375,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Wed Oct 09 10:41:34 GMT+02:00 2019,09-ott-2019 10:41:34.876,13.92804443,42.05107289,6.91,5.36,454.68243408203125,318.1,1.1026001,7.96614075,5.278472900000001,-0.02310499,99.90667725,21.96078491,-,5.12680387,5.99896145,19.50492477,16.66920471,5.99896145,16.66920471,-,-,-,515.90490723,428.38018799,2.69199944,0.37629944,0.37629944,1690.5,5.36000013,454.68243408,42.05107117,13.92804432,318.10000610000003,17,10.03655243,0,89.96344757,-,-,12.54901981,12.15686321,-,-,1.96078432,15,4.97800016,68,110,63.14300156,24.87599945,28,23.73529434,24.45454597,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
