GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Timing Advance(°),Fuel Remaining (Calculated from vehicle profile)(%),Engine Load(%),Engine Load(Absolute)(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Distance to empty (Estimated)(km),Fuel used (trip)(l),Turbo Pressure Control(psi),Actual engine % torque(%),Drivers demand engine % torque(%),Engine reference torque(Nm),Fuel cost (trip)(cost),CO₂ in g/km (Instantaneous)(g/km),CO₂ in g/km (Average)(g/km),GPS vs OBD Speed difference(km/h),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Distance travelled with MIL/CEL lit(km),Distance travelled since codes cleared(km),Volumetric Efficiency (Calculated)(%),EGR Commanded(%),EGR Error(%),Fuel Rate (direct from ECU)(L/m),Fuel flow rate/minute(cc/min),Fuel flow rate/hour(l/hr),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,Fuel Level (From Engine ECU)(%),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor2 Equivalence Ratio,O2 Sensor3 Equivalence Ratio,O2 Sensor4 Equivalence Ratio,O2 Sensor5 Equivalence Ratio,O2 Sensor6 Equivalence Ratio,O2 Sensor7 Equivalence Ratio,O2 Sensor8 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Fuel pressure(psi),Intake Manifold Pressure(psi),Fuel Rail Pressure(psi),Exhaust Pressure(psi),Turbo Boost & Vacuum Gauge,Driver
Thu Oct 10 12:32:49 GMT+02:00 2019,10-ott-2019 12:32:48.840,13.59159122,42.31780566,6.01,11.792,940.263671875,122.3,0.55912781,-1.55319214,10.6055603,0.08264891,-0.91853064,34.50980377,-,55.47663498,14.55575371,1.80252326,6.86999273,15.99521542,6.2517395,-,-,-,47.67670822,37.14966583,6.25599861,0.10210167,596.1628417999999,844.5,11.79199982,940.26367188,42.31780624,13.59159088,122.30000305,11,0,0,100,-,-,7.84313726,7.84313726,-,-,0,21,0.0,33,1674,33.15100098,21.63599968,17,46.55555725,46.55555725,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:32:51 GMT+02:00 2019,10-ott-2019 12:32:50.678,13.59169173,42.31774464,3.56,11.792,938.658203125,128.5,1.07148743,-0.95225525,10.14587402,0.06718165,-0.91972524,34.50980377,-,35.2636261,14.56036758,2.83572435,6.86781597,18.40376663,5.43355703,-,-,-,75.00485992,41.88156509,12.43199921,0.10802417,596.16876221,834,11.79199982,938.65820312,42.31774521,13.59169197,128.5,11,0,0,100,-,-,7.84313726,7.84313726,-,-,0,21,0.0,34,1676,34.98899841,12.81599903,6,42.5,42.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:32:53 GMT+02:00 2019,10-ott-2019 12:32:52.378,13.59169466,42.31773468,1.02,11.792,938.4193115234376,122.2,1.91902161,-0.26272583,10.074050900000001,0.06192766,-0.92103052,36.47058868,-,12.38127422,14.55988216,8.07654476,6.86804485,17.73460197,5.63857746,-,-,-,-,41.88156509,4.67999983,0.10802417,596.16876221,838,11.79199982,938.41931152,42.31773376,13.59169483,122.19999695,11,3.80768085,0,96.19232178,-,-,7.84313726,7.84313726,-,-,0,21,1.39699996,36,1678,35.29199982,3.67199993,0,38.63636398,42.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:32:55 GMT+02:00 2019,10-ott-2019 12:32:54.157,13.59170393,42.31772213,0.7,11.792,936.99609375,120.0,1.87353516,-0.37286377,9.88012695,0.04480058,-0.92232317,36.07843018,-,0,14.55972767,-,6.86811733,17.6501503,5.66555595,-,-,-,-,41.88156509,1.33200002,0.10802417,596.16876221,842.5,11.79199982,936.99609375,42.31772232,13.59170437,120.0,11,8.25621319,0,91.74378967,-,-,7.84313726,7.84313726,-,-,0,22,3.17600012,38,1680,35.29199982,2.51999998,0,35.41666794,42.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:32:57 GMT+02:00 2019,10-ott-2019 12:32:56.151,13.59170886,42.31771252,0.19,11.792,934.07373046875,124.8,1.81369019,0.01499939,9.777175900000001,0.04326425,-0.92364621,34.90196228,-,0,14.55957317,-,6.86819029,17.57374382,5.69018888,-,-,-,-,41.88156509,1.47599995,0.10802417,596.16876221,838.5,11.79199982,934.07373047,42.31771088,13.59170914,124.80000305,13,12.77526474,0,87.22473145,-,-,17.25490189,7.84313726,-,-,8.23529434,22,5.16900015,40,1682,35.29199982,0.68399996,0,32.69230652,42.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:32:58 GMT+02:00 2019,10-ott-2019 12:32:57.630,13.59170458,42.31771773,0.41,11.792,932.57568359375,146.3,1.60778809,-0.51651001,10.09082031,0.05777556,-0.92569709,23.52941132,-,0,14.55941868,-,6.86826324,17.50400543,5.71285915,-,-,-,-,41.88156509,1.31599998,0.10802417,596.16876221,1007,11.79199982,932.57568359,42.31771851,13.59170437,146.30000305,13,15.85723495,0,84.14276886,-,-,7.84313726,7.84313726,-,-,0,23,5.632999900000001,41,1683,36.31000137,1.47599995,2,30.5,38.81818008,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:00 GMT+02:00 2019,10-ott-2019 12:32:58.981,13.59172796,42.31769570000001,0.96,11.792,931.1572265625,140.2,1.61495972,-0.55003357,9.92082214,0.05754153,-0.92654085,35.68627548,-,6.0908699,14.55753422,16.41767502,6.86915255,16.62607193,6.01452446,-,-,-,-,41.88156509,1.9519999,0.10855667,596.16925049,839.5,11.79199982,931.15722656,42.31769562,13.59172821,140.19999695,13,18.47916412,0,81.52083588,-,-,7.84313726,7.84313726,-,-,0,23,5.632999900000001,43,1685,37.6590004,3.45599985,1,28.53333282,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:02 GMT+02:00 2019,10-ott-2019 12:33:01.673,13.59171591,42.31770497,0.0,11.792,928.705322265625,0.0,1.79931641,-0.44229126,9.87533569,0.05553961,-0.92764229,36.86274719,-,1.99509525,14.554739000000001,50.12187958,6.87047195,15.58100224,6.41793871,-,-,-,-,41.88156509,3.45599985,0.10855667,596.16925049,841,11.79199982,928.70532227,42.31770325,13.59171581,0.0,11,23.25156593,0,76.74843597,-,-,7.84313726,7.84313726,-,-,0,24,7.86399984,45,1687,38.11999893,0.0,0,26.75,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:05 GMT+02:00 2019,10-ott-2019 12:33:04.434,13.59171335,42.31771132,0.0,11.792,928.7197265625,0.0,1.73707581,-0.46862793,10.00941467,0.05567974,-0.92970443,38.03921509,-,0,14.5545845,-,6.87054443,15.53153896,6.43837786,-,-,-,-,41.88156509,0,0.10855667,596.16925049,841.5,11.79199982,928.71972656,42.31771088,13.59171295,0.0,11,27.59872818,0,72.40127563,-,-,7.84313726,7.84313726,-,-,0,25,10.625,48,1690,38.11999893,0.0,0,25.1764698,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:07 GMT+02:00 2019,10-ott-2019 12:33:06.171,13.5917205,42.31770682,0.0,10.72,929.08251953125,0.0,1.73707581,-0.47581482,10.11476135,0.05784094,-0.93148124,38.82352829,-,0,14.55443001,-,6.87061739,15.48531437,6.45759726,-,-,-,-,41.88156509,0,0.10855667,596.16925049,837.5,10.72000027,929.08251953,42.31770706,13.59172058,0.0,11,30.08854866,0,69.91145325,-,-,7.84313726,7.84313726,-,-,0,25,12.36100006,50,1692,38.11999893,0.0,0,23.77777863,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:09 GMT+02:00 2019,10-ott-2019 12:33:08.007,13.591724,42.31770644,0.0,10.72,929.0849609375,0.0,1.79931641,-0.42074585,9.90646362,0.05720221,-0.93289334,37.64706039,-,0,14.55427647,-,6.87068987,15.4419384,6.47573614,-,-,-,-,41.88156509,0,0.10855667,596.16925049,837,10.72000027,929.08496094,42.31770706,13.5917244,0.0,11,32.54845047,0,67.45155334,-,-,7.84313726,7.84313726,-,-,0,26,14.20199966,52,1694,38.11999893,0.0,0,22.52631569,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:10 GMT+02:00 2019,10-ott-2019 12:33:09.532,13.59172469,42.31770497,0.0,10.72,928.7928466796876,0.0,1.94535828,0.10359192,9.84181213,0.05748522,-0.93410873,39.2156868,-,0,14.55412197,-,6.87076283,15.40108681,6.49291325,-,-,-,-,41.88156509,0,0.10855667,596.16925049,842.5,10.72000027,928.79284668,42.31770325,13.5917244,0.0,11,34.4538765,0,65.54612732,-,-,7.84313726,16.86274529,-,-,0,27,15.72299957,53,1695,38.11999893,0.0,0,21.39999962,35.66666794,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:12 GMT+02:00 2019,10-ott-2019 12:33:11.373,13.59172326,42.31769915,0.0,10.72,928.958251953125,0.0,1.26062012,-0.01133728,10.31826782,0.07863253,-0.93585092,83.52941132,-,0,14.55396843,-,6.8708353,15.36248684,6.50922728,-,-,-,-,41.88156509,3,0.10855667,596.16925049,1395,10.72000027,928.95825195,42.31769943,13.59172344,0.0,12,36.62093353,0,63.37906647,-,-,17.25490189,16.86274529,-,-,7.05882359,27,16.18799973,55,1697,39.49599838,0.0,3,20.52380943,33.15384674,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:14 GMT+02:00 2019,10-ott-2019 12:33:13.011,13.59172524,42.31769535,0.0,10.72,929.0634765625,0.0,1.78016663,0.41004944,9.94715881,0.06428072,-0.9399178,88.62744904,-,1.56551135,14.55108166,63.87556076,6.87219858,14.67263889,6.81526518,-,-,-,-,41.88156509,12,0.11196291,596.17266846,1321,10.72000027,929.06347656,42.31769562,13.59172535,0.0,10,36.0233078,0,63.9766922,-,-,26.27450943,25.49019623,-,-,14.50980377,27,16.18799973,57,1699,41.13600159,0.0,12,20.13636398,31.6428566,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:15 GMT+02:00 2019,10-ott-2019 12:33:14.731,13.59177157,42.31767927,4.86,10.72,929.14208984375,118.3,2.39308167,-1.28744507,10.26319885,0.10124809,-0.94791019,47.05882263,-,2.98171091,14.54851151,33.53709412,6.87341261,14.1159277,7.08404875,-,-,-,-,41.88156509,20,0.1201718,596.1809082000001,2156,10.72000027,929.14208984,42.31768036,13.59177113,118.30000305,10,34.97332382,0,65.02667236,-,-,7.84313726,7.84313726,-,-,11.76470566,27,16.18799973,59,1700,42.85699844,17.49600029,20,20.13043404,30.86666679,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:17 GMT+02:00 2019,10-ott-2019 12:33:16.517,13.59191462,42.31762867,6.22,10.72,928.370849609375,121.6,3.2118987999999997,0.08444214,10.0453186,0.09409183,-0.95212168,99.60784149,-,10.57261562,14.5476284,9.45820045,6.87382984,13.95486832,7.16580915,-,-,-,250.16923523,65.02464294,7.2159996,0.1306968,596.19140625,1636.5,10.72000027,928.37084961,42.31762695,13.59191418,121.59999847,10,33.94818115,0,66.05181885,-,-,28.23529434,26.27450943,-,-,20.7843132,27,16.18799973,60,1702,44.63999939,22.39199829,25,20.33333397,30.5,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:19 GMT+02:00 2019,10-ott-2019 12:33:18.201,13.59214596,42.31751655,9.82,11.792,931.93505859375,124.7,1.78016663,-0.88043213,9.82266235,0.05918539,-0.96734244,93.33333588,-,3.34027982,14.54513931,29.93698883,6.8750062000000005,13.49336433,7.4108963,-,-,-,791.83282471,137.70545959,9.42400169,0.14636903,596.20709229,2172,11.79199982,931.93505859,42.31751633,13.59214592,124.69999695,11,33.03365707,0,66.96633911,-,-,29.80392265,27.84313774,-,-,20.7843132,27,16.18799973,62,1704,46.32400131,35.35199738,37,21,30.88235283,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:21 GMT+02:00 2019,10-ott-2019 12:33:20.045,13.592418400000001,42.31739416,12.89,11.792,932.9752197265624,142.5,-1.80395508,7.7434845,4.52908325,-0.0579496,-0.98409903,87.84313965,-,4.05356216,14.54280949,24.66914749,6.87610722,13.10003948,7.63340616,-,-,-,652.49853516,184.50482178,8.64800262,0.16526902,596.22601318,2322.5,11.79199982,932.97521973,42.31739426,13.59241867,142.5,13,32.08514786,0,67.91485596,-,-,32.94117737,31.37254906,-,-,24.31372643,27,16.18799973,64,1705,48.17200089,46.40399933,44,21.88461494,31.61111069,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:24 GMT+02:00 2019,10-ott-2019 12:33:23.379,13.59286225,42.31713644,14.28,11.792,927.517333984375,125.5,3.51356506,7.98530579,4.23937988,-0.03270862,-1.00000978,35.29411697,-,6.08951187,14.54093361,16.42133522,6.87699461,12.81961823,7.80038214,-,-,-,434.34402466,205.32476807,10.00799942,0.19849373,596.25921631,1899.5,11.79199982,927.51733398,42.31713486,13.59286213,125.5,15,30.50491905,0,69.49507904,-,-,18.8235302,18.03921509,-,-,8.62745094,26,16.18799973,67,1709,51.50600052,51.40799713,54,23.07407379,32.78947449,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:26 GMT+02:00 2019,10-ott-2019 12:33:25.136,13.59325404,42.31697541,16.59,11.792,923.780029296875,124.4,3.54708862,8.10501099,4.06460571,0.0031680999999999996,-1.00762761,69.01960754,-,34.08825302,14.54527187,2.93350077,6.87494373,13.63764286,7.33249331,-,-,-,77.59104156,195.49908447,5.04400253,0.24111596,596.30181885,2187,11.79199982,923.7800292999999,42.31697464,13.59325409,124.40000153,15,29.7353344,0,70.2646637,-,-,21.96078491,21.17647171,-,-,12.15686321,25,16.18799973,69,1711,53.25799942,59.72399902,58,24.3214283,34.04999924,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:28 GMT+02:00 2019,10-ott-2019 12:33:26.942,13.59356015,42.31679682,16.57,11.792,921.85302734375,125.2,3.28372192,7.72912598,4.47161865,-0.02883371,-1.0148896,34.11764908,-,16.47292709,14.54569912,6.07044029,6.87474155,13.74265289,7.27646399,-,-,-,160.56304932,193.00366211,1.27600098,0.26942804,596.33013916,2299,11.79199982,921.85302734,42.31679535,13.59356022,125.19999695,15,28.97960854,0,71.02039337,-,-,18.8235302,18.03921509,-,-,8.62745094,25,16.18799973,71,1712,55.06900024,59.65199661,61,25.58620644,35.33333206,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:29 GMT+02:00 2019,10-ott-2019 12:33:28.744,13.5937106,42.31670907,16.34,12.864,921.394287109375,125.8,2.96768188,8.62695312,3.60731506,0.00384209,-1.0195688,35.29411697,-,33.22911453,14.54984379,3.00934649,6.87278318,14.43859768,6.92573595,-,-,-,79.59716034,185.44322205,3.34800339,0.30123749,596.36193848,2349.5,12.86400032,921.39428711,42.31670761,13.5937109,125.80000305,15,28.26521301,0,71.73478699,-,-,27.84313774,27.05882454,-,-,18.03921509,24,16.18799973,73,1714,56.86999893,58.8239975,63,26.83333397,36.59090805,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:31 GMT+02:00 2019,10-ott-2019 12:33:30.397,13.59407747,42.3165022,18.69,10.72,921.3563232421876,127.3,3.58059692,7.79615784,4.63442993,-0.03936388,-1.02835226,84.70588684,-,18.23351479,14.55066109,5.48429203,6.87239742,14.56945705,6.86353111,-,-,-,145.05943298,182.91923523,6.97999954,0.3339875,596.39471436,2508,10.72000027,921.35632324,42.31650162,13.59407711,127.30000305,14,27.63983917,0,72.36016083,-,-,7.84313726,7.84313726,-,-,10.98039246,24,16.18799973,74,1716,58.52299881,67.28399658,68,28.16129112,37.95652008,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:33 GMT+02:00 2019,10-ott-2019 12:33:32.074,13.59443639,42.31627985,19.72,10.72,919.16259765625,129.0,2.2183075,8.35160828,4.23698425,-0.0171481,-1.03824365,100,-,13.48892403,14.55042553,7.41333532,6.87250853,14.53343964,6.88054085,-,-,-,196.08259583,183.69355774,2.55599976,0.3659153,596.42663574,2060.5,10.72000027,919.16259766,42.31628036,13.59443665,129.0,14,27.033041,0,72.96695709,-,-,54.90196228,53.33333588,-,-,47.84313965,24,16.18799973,76,1717,60.20000076,70.99199677,72,29.53125,39.375,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:35 GMT+02:00 2019,10-ott-2019 12:33:33.929,13.594845699999999,42.31601552,21.91,10.72,918.5384521484376,127.7,2.29971313,8.45455933,4.37825012,0.0112901,-1.05944872,99.60784149,-,6.25495958,14.54858589,15.98698044,6.87337732,14.26639175,7.00933504,-,-,-,422.85534668,196.98031616,8.00800323,0.39793989,596.4586792,2142,10.72000027,918.53845215,42.31601715,13.59484577,127.69999695,14,26.39179993,0,73.60820007,-,-,54.90196228,53.33333588,-,-,47.84313965,23,16.18799973,78,1719,62.05599976,78.87599945,79,31.03030396,40.95999908,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:36 GMT+02:00 2019,10-ott-2019 12:33:35.561,13.59507121,42.31588048,22.91,10.72,917.71728515625,127.0,1.81129456,8.48568726,3.55943298,-0.03922754,-1.08593309,99.60784149,-,6.13296938,14.54672146,16.30497551,6.87425852,14.01222229,7.13647842,-,-,-,431.2663269,209.31115723,9.12400055,0.43987545,596.50061035,2374.5,10.72000027,917.71728516,42.31587982,13.59507084,127.0,14,25.85321808,0,74.14678192,-,-,54.50980377,53.33333588,-,-,47.84313965,23,16.18799973,79,1721,63.68600082,82.47599792,88,32.70588303,42.76922989,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
Thu Oct 10 12:33:38 GMT+02:00 2019,10-ott-2019 12:33:37.556,13.59564633,42.31559598,26.02,10.72,918.974365234375,126.1,2.10816956,7.70996094,3.22424316,-0.04085375,-1.11164129,99.60784149,-,6.31381035,14.54489708,15.83796787,6.87512064,13.77893734,7.25730276,-,-,-,418.91394043,219.79130554,5.27999878,0.48679546,596.54748535,2580,10.72000027,918.97436523,42.31559753,13.595645900000001,126.09999847,15,25.22260666,1.87245786,72.90493774,-,-,7.84313726,63.13725662,-,-,0,23,16.18799973,81,1723,65.68299866,93.67199707,96,34.51428604,44.74074173,,,,,,,,,,,,,,,,,,,,,,,,,Angelo
